HALTER_ID,ALTER,GESCHLECHT,STADTKREIS,STADTQUARTIER,RASSE1,RASSE1_MISCHLING,RASSE2,RASSE2_MISCHLING,RASSENTYP,GEBURTSJAHR_HUND,GESCHLECHT_HUND,HUNDEFARBE
83974,"71-80","m",7,"73","Laufhund",,,,"I",2004,"m","braun"
83974,"71-80","m",7,"73","Border Collie","Mischling",,,"I",2003,"m","schwarz/weiss"
83975,"61-70","w",7,"72","Boxer",,,,"I",2006,"w","braun gestromt"
83979,"71-80","m",4,"44","Golden Retriever",,,,"I",2009,"w","golden"
83984,"61-70","m",8,"81","West Highland White Terrier",,,,"K",2005,"m","weiss"
83993,"61-70","w",7,"73","Mischling klein",,,,"K",2009,"m","schwarz/weiss"
84000,"81-90","w",8,"82","West Highland White Terrier","Mischling",,,"K",2002,"m","beige"
84003,"51-60","w",8,"82","Scottish Terrier",,,,"K",2006,"w","schwarz"
84008,"61-70","w",10,"102","Königspudel",,,,"I",2009,"m","apricot"
84012,"61-70","w",7,"74","Mischling klein",,,,"K",2002,"w","beige/weiss"
84017,"51-60","m",8,"83","Mischling klein",,,,"K",2007,"w","braun/weiss"
84020,"81-90","w",11,"111","Westgotenspitz",,,,"K",1999,"m","grau"
84021,"61-70","w",11,"111","Mittelpudel",,,,"K",2010,"w","braun"
84031,"61-70","w",9,"91","Bolonka Zwetna",,,,"K",2010,"m","braun"
84036,"81-90","w",3,"34","Yorkshire Terrier",,,,"K",2007,"w","blue/tan"
84040,"71-80","m",3,"31","Dackel",,,,"K",1999,"m","schwarz/rot"
84044,"61-70","w",3,"33","Deutscher Schäfer",,,,"I",2005,"m","grau"
84044,"61-70","w",3,"33","Deutscher Schäfer",,,,"I",2010,"m","schwarz"
84052,"71-80","m",3,"31","Mischling klein",,,,"K",2012,"w","schwarz/weiss"
84059,"61-70","m",11,"111","Mischling klein",,,,"K",1999,"m","braun"
84062,"81-90","w",3,"33","Toy Pudel",,,,"K",2002,"w","saufarben"
84066,"81-90","w",3,"33","Papillon","Mischling",,,"K",2002,"m","schwarz/weiss"
84070,"71-80","w",9,"92","Mischling klein",,,,"K",2009,"w","beige"
84079,"41-50","w",3,"31","Bolonka Zwetna",,,,"K",2010,"m","braun"
84079,"41-50","w",3,"31","Bordeaux Dogge",,,,"I",2014,"m","braun"
84079,"41-50","w",3,"31","Shih Tzu",,,,"K",2007,"m","schwarz/weiss"
84094,"81-90","m",9,"91","Border Collie",,,,"I",2004,"w","schwarz/weiss"
84107,"71-80","m",7,"74","Appenzeller","Mischling",,,"I",2000,"m","tricolor"
84124,"81-90","m",7,"72","Mischling klein",,,,"K",2005,"w","schwarz"
84126,"61-70","m",9,"92","Schnauzer",,,,"I",2005,"w","schwarz"
84128,"71-80","m",9,"91","Appenzeller","Mischling",,,"I",2005,"m","tricolor"
84133,"51-60","m",9,"92","Labrador Retriever",,"Golden Retriever",,"I",2000,"w","beige"
84136,"61-70","m",9,"92","Labrador Retriever","Mischling",,,"I",2006,"m","schwarz"
84150,"41-50","w",2,"21","Petit Basset Griffon",,,,"K",2005,"w","tricolor"
84153,"41-50","w",3,"33","Schäfer","Mischling",,,"I",2006,"w","blondfarben"
84155,"71-80","m",10,"101","Border Collie",,"Appenzeller",,"I",2004,"w","schwarz/weiss"
84157,"61-70","w",12,"122","Tibet Terrier",,,,"K",2004,"w","black/tan"
84165,"71-80","m",11,"119","Mischling klein",,,,"K",2007,"w","braun/weiss"
84180,"61-70","w",4,"41","Bearded Collie",,"Bergamasker",,"I",2009,"w","schwarz/weiss"
84210,"61-70","w",11,"111","Mischling gross",,,,"I",2012,"w","golden"
84216,"51-60","w",10,"102","English Springer Spaniel",,,,"I",2007,"m","braun/weiss"
84222,"71-80","w",2,"24","English Cocker Spaniel",,,,"K",2003,"m","rot"
84224,"51-60","w",12,"122","Berner Sennenhund","Mischling",,,"I",2014,"w","schwarz/weiss"
84224,"51-60","w",12,"122","Jack Russel Terrier",,,,"K",2002,"w","tricolor"
84226,"71-80","w",11,"119","Deutscher Schäfer",,,,"I",2006,"w","schwarz/braun"
84233,"51-60","m",10,"101","Deutscher Langhaarschäfer",,,,"I",2006,"w","schwarz/braun"
84242,"71-80","w",12,"121","Samojede",,,,"I",2009,"w","weiss"
84247,"71-80","w",11,"115","Cavalier King Charles Spaniel",,,,"K",2006,"m","braun/weiss"
84250,"71-80","w",6,"63","Shih Tzu",,,,"K",2005,"w","schwarz/weiss/beige"
84266,"81-90","w",7,"74","Langhaardackel",,,,"K",2007,"w","rot/braun"
84267,"61-70","m",7,"72","Bergamasker","Mischling",,,"I",2002,"w","grau/braun"
84267,"61-70","m",7,"72","Goldendoodle",,,,"I",2015,"w","beige"
84269,"41-50","w",3,"33","English Setter",,,,"I",2011,"m","weiss/beige"
84287,"51-60","w",4,"42","Deutsche Dogge",,,,"I",2014,"m","schwarz"
84288,"61-70","m",8,"82","Airedale Terrier",,,,"I",2004,"m","braun/schwarz"
84293,"61-70","w",1,"11","Irish Wolfhound",,,,"I",2010,"w","grau"
84294,"61-70","w",2,"21","Mischling klein",,,,"K",2011,"w","tricolor"
84295,"61-70","w",10,"102","Podenco",,,,"I",2003,"m","hellbraun"
84295,"61-70","w",10,"102","Podenco","Mischling",,,"I",1998,"w","braun"
84297,"61-70","m",10,"101","Pekingese","Mischling",,,"K",2009,"m","schwarz/weiss"
84308,"61-70","w",10,"101","Mischling klein",,,,"K",2011,"w","schwarz/braun/weiss"
84310,"51-60","m",4,"42","Afghane",,,,"I",2006,"w","golden"
84311,"61-70","w",7,"71","Labrador Retriever",,,,"I",2005,"m","gelb"
84313,"61-70","m",10,"101","Mischling klein",,,,"K",2005,"w","braun/weiss"
84344,"51-60","w",7,"73","Mischling klein",,,,"K",2010,"w","goldbraun"
84344,"51-60","w",7,"73","Mischling klein",,,,"K",2012,"m","goldbraun"
84347,"51-60","w",12,"122","Appenzeller","Mischling",,,"I",1999,"w","tricolor"
84357,"61-70","w",11,"111","Havaneser",,"Jack Russel Terrier",,"K",2012,"w","braun/weiss"
84358,"71-80","m",7,"72","Skye Terrier",,,,"K",2014,"w","brindle"
84360,"61-70","w",9,"92","Mischling klein",,,,"K",2007,"w","weiss"
84367,"71-80","w",6,"61","Terrier",,"Pudel",,,2010,"m","beige"
84370,"61-70","w",3,"31","Flat Coated Retriever",,,,"I",2009,"w","schwarz"
84378,"81-90","w",7,"71","Border Collie",,,,"I",2000,"w","schwarz/weiss"
84382,"61-70","w",10,"102","Vizsla",,,,"I",2005,"m","gelb"
84387,"51-60","w",12,"122","Schnauzer","Mischling",,,"I",2000,"w","hellbraun"
84390,"51-60","m",6,"63","Mittelschnauzer",,,,"I",2006,"m","schwarz"
84393,"41-50","w",10,"102","Boxer",,,,"I",2002,"m","schwarz gestromt"
84393,"41-50","w",10,"102","Französische Bulldogge",,,,"K",2014,"w","dunkel gestromt"
84394,"51-60","w",9,"92","Labrador Retriever",,"Border",,"I",1998,"w","schwarz/weiss"
84408,"51-60","w",9,"92","Galgo",,,,"I",2006,"w","weiss"
84414,"41-50","w",9,"92","Mittelpudel",,,,"K",2004,"m","dunkelbraun"
84415,"71-80","m",9,"92","Sheltie",,,,"K",2004,"m","tricolor"
84419,"71-80","m",3,"33","Vorstehhund","Mischling",,,"I",2005,"w","weiss/braun/schwarz"
84421,"61-70","m",9,"92","Mischling klein",,,,"K",2003,"w","schwarz/braun/weiss"
84423,"71-80","m",9,"91","Mischling klein",,,,"K",2010,"w","schwarz/weiss"
84428,"51-60","w",10,"101","Deutscher Schäfer",,,,"I",2012,"w","schwarz/braun"
84431,"71-80","w",7,"71","Welsh Terrier",,,,"K",2004,"w","black/tan"
84447,"61-70","m",3,"34","Cocker Spaniel",,,,"K",2000,"w","schwarz"
84460,"51-60","m",11,"119","Deutscher Schäfer","Mischling",,,"I",2007,"m","schwarz/braun"
84461,"41-50","w",6,"61","Mischling klein",,,,"K",2000,"w","schwarz/weiss"
84468,"51-60","w",7,"71","Mops",,,,"K",2013,"w","beige"
84468,"51-60","w",7,"71","Mops",,,,"K",2013,"m","beige"
84481,"81-90","m",8,"82","Chihuahua","Mischling",,,"K",2009,"m","beige/weiss"
84484,"61-70","m",7,"74","Mischling klein",,,,"K",2007,"w","rehbraun"
84487,"61-70","w",11,"119","Belgischer Schäfer",,"Tervueren",,"I",2009,"m","schwarz/braun"
84490,"51-60","w",7,"72","Labrador Retriever",,"Appenzeller",,"I",2006,"w","schwarz/braun"
84490,"51-60","w",7,"72","Appenzeller Sennenhund","Mischling",,,"I",2011,"w","schwarz/braun"
84491,"61-70","w",6,"61","Yorkshire Terrier","Mischling",,,"K",2010,"m","beige"
84494,"61-70","w",10,"102","Dachshund",,,,"K",1997,"w","schwarz/rot"
84512,"51-60","w",7,"71","Afghanischer Windhund",,,,"I",2009,"m","silber"
84517,"71-80","w",7,"71","Deerhound",,,,"I",2006,"w","grau"
84527,"61-70","w",7,"72","Jack Russel Terrier",,,,"K",2011,"w","tricolor"
84531,"51-60","w",7,"71","Chihuahua",,,,"K",2009,"m","golden"
84540,"81-90","w",6,"63","Papillon",,,,"K",2001,"m","weiss/braun"
84542,"91-100","w",7,"71","Mischling klein",,,,"K",1999,"m","schwarz"
84542,"91-100","w",7,"71","Berner Sennenhund",,,,"I",1998,"m","tricolor"
84545,"71-80","w",9,"92","Pekingese",,,,"K",2004,"w","schwarz"
84549,"61-70","m",9,"92","Mischling klein",,,,"K",2004,"w","tricolor"
84555,"51-60","m",6,"61","Collie",,"Appenzeller",,"I",2002,"m","braun/weiss/schwarz"
84562,"61-70","w",7,"71","Appenzeller",,"Sennenhund",,"I",2002,"w","schwarz/weiss/braun"
84563,"51-60","w",2,"24","Berner Sennenhund",,,,"I",2007,"w","schwarz/braun/weiss"
84564,"81-90","m",7,"71","Mischling klein",,,,"K",2003,"m","braun"
84567,"91-100","w",6,"61","Yorkshire Terrier",,,,"K",2000,"m","hellbraun"
84574,"71-80","w",7,"71","Toy Pudel",,,,"K",2006,"m","apricot"
84576,"51-60","w",11,"111","Mischling klein",,,,"K",2008,"m","schwarz"
84576,"51-60","w",11,"111","Deutscher Boxer",,,,"I",2006,"m","dunkel gestromt"
84577,"41-50","w",7,"71","Bergamasker",,,,"I",2004,"m","schwarz"
84585,"91-100","m",6,"61","Pudel",,,,,2000,"w","schwarz"
84602,"71-80","w",6,"63","Dachsbracke","Mischling",,,"K",2004,"w","braun"
84603,"61-70","w",11,"115","Scottish Terrier",,,,"K",2003,"m","schwarz"
84607,"31-40","w",2,"21","Lagotto Romagnolo",,,,"I",2005,"m","weiss"
84610,"51-60","w",7,"74","Mischling klein",,,,"K",2005,"w","schwarz"
84638,"51-60","m",7,"71","Foxterrier",,,,"K",2014,"m","tricolor"
84641,"71-80","w",6,"63","Labrador Retriever",,,,"I",2011,"w","beige"
84643,"61-70","m",7,"71","Cocker Spaniel",,,,"K",2012,"m","tricolor"
84646,"71-80","w",10,"101","Pudel","Mischling",,,,2005,"w","schwarz"
84665,"71-80","w",11,"115","Chihuahua",,,,"K",2008,"w","schwarz/weiss"
84672,"41-50","w",5,"51","Pekingese",,,,"K",2000,"m","beige/weiss"
84677,"51-60","w",12,"123","Dachsbracke",,"Bergamasker",,"I",2013,"w","schwarz/braun"
84694,"51-60","w",12,"123","Toypudel",,,,"K",2005,"w","schwarz"
84696,"61-70","w",7,"71","Labrador Retriever",,,,"I",2009,"m","braun"
84701,"51-60","w",9,"92","Mops",,,,"K",2010,"m","beige"
84707,"51-60","m",9,"92","Deutscher Schäfer",,,,"I",2011,"w","grau"
84712,"51-60","w",10,"101","Labrador Retriever",,"Pyrenäen",,"I",2012,"m","schwarz/braun"
84712,"51-60","w",10,"101","Welsh Corgi Pembroke",,,,"K",2004,"w","rot/weiss"
84714,"51-60","w",9,"91","Labrador Retriever",,,,"I",2014,"w","braun"
84717,"71-80","w",10,"102","Labrador Retriever",,,,"I",2001,"m","schwarz"
84732,"61-70","m",10,"101","Kooiker",,,,"K",2005,"w","weiss/braun"
84744,"71-80","w",2,"21","American Cocker Spaniel",,,,"K",2007,"w","tricolor"
84767,"81-90","w",10,"101","Mischling klein",,,,"K",2012,"m","grau"
84782,"41-50","w",10,"101","Mischling klein",,,,"K",2004,"w","braun/weiss"
84782,"41-50","w",10,"101","Galgo Español",,,,"I",2004,"w","schwarz/weiss"
84802,"51-60","w",9,"92","Chihuahua",,,,"K",2014,"w","tricolor"
84802,"51-60","w",9,"92","Chihuahua",,,,"K",2001,"w","beige"
84804,"51-60","w",9,"92","Jack Russel Terrier",,,,"K",2004,"w","tricolor"
84804,"51-60","w",9,"92","Pudel",,,,,2011,"w","schwarz/weiss"
84805,"51-60","w",11,"119","Bolonka Zwetna",,,,"K",2014,"w","schwarz/weiss"
84811,"61-70","m",2,"21","Schäfer","Mischling",,,"I",2002,"m","schwarz/braun"
84811,"61-70","m",2,"21","Havaneser","Mischling",,,"K",2006,"w","schwarz"
84815,"61-70","w",2,"24","Tibet Terrier",,,,"K",2013,"w","schwarz/weiss"
84820,"41-50","m",9,"92","Mischling klein",,,,"K",2001,"w","schwarz"
84821,"61-70","w",1,"13","Yorkshire Terrier","Mischling",,,"K",2000,"w","schwarz/braun/weiss"
84826,"31-40","w",7,"71","Cavalier King Charles Spaniel",,,,"K",2012,"w","ruby"
84829,"51-60","w",3,"31","Labrador Retriever",,,,"I",2012,"w","schwarz"
84831,"61-70","w",8,"82","Chihuahua",,,,"K",2009,"w","black/tan"
84834,"81-90","w",11,"111","Border Collie","Mischling",,,"I",2001,"w","schwarz/weiss"
84836,"41-50","m",10,"102","Mischling klein",,,,"K",2002,"m","schwarz/weiss"
84842,"61-70","w",9,"92","Mischling klein",,,,"K",2007,"w","braun"
84854,"51-60","w",10,"101","Labrador Retriever","Mischling",,,"I",2006,"w","schwarz/weiss"
84866,"61-70","w",10,"101","Berner Sennenhund",,,,"I",2008,"m","tricolor"
84868,"61-70","m",1,"14","Bobtail",,,,"I",2004,"m","blau/grau/weiss"
84870,"51-60","w",9,"92","Mischling klein",,,,"K",2010,"w","tricolor"
84870,"51-60","w",9,"92","Labrador Retriever","Mischling",,,"I",1997,"w","schwarz/braun"
84872,"81-90","w",11,"115","Bolonka Zwetna",,"Havaneser",,"K",2008,"w","schwarz/braun"
84874,"61-70","m",9,"92","Mischling klein",,,,"K",2000,"w","schwarz"
84878,"61-70","w",10,"101","Dachshund",,,,"K",2006,"w","saufarben"
84882,"81-90","w",10,"102","Border Collie","Mischling",,,"I",2002,"w","schwarz/weiss"
84883,"71-80","w",10,"101","Zwergpudel",,,,"K",2006,"m","apricot"
84886,"71-80","w",10,"101","Rauhaar Dackel",,,,"K",2012,"m","saufarben"
84890,"61-70","w",11,"119","Dackel",,"Spaniel",,"K",2009,"w","rot/braun"
84894,"51-60","m",10,"101","Berner Sennenhund",,,,"I",2013,"w","tricolor"
84906,"61-70","w",10,"101","Collie",,,,"I",2005,"w","gold/sable"
84906,"61-70","w",10,"101","Dachshund",,,,"K",2009,"w","rot"
84913,"61-70","w",2,"21","Pudel",,,,,2005,"w","weiss"
84915,"61-70","w",2,"24","Golden Retriever",,"Labrador Retriever",,"I",2011,"m","blondfarben"
84917,"51-60","w",2,"21","Airedale Terrier",,,,"I",2012,"w","black/tan"
84918,"81-90","w",9,"91","Jack Russel Terrier",,,,"K",1999,"m","tricolor"
84925,"51-60","w",9,"92","Chihuahua",,,,"K",2005,"w","tricolor"
84931,"41-50","w",3,"33","Pekingese","Mischling",,,"K",2007,"m","braun"
84941,"81-90","w",10,"101","Breton","Mischling",,,"I",2006,"w","weiss"
84946,"51-60","m",10,"101","Irish Setter",,,,"I",2014,"m","mahagoni"
84958,"41-50","w",3,"33","Hovawart",,,,"I",2013,"w","schwarz Marken"
84959,"71-80","w",3,"33","Schäfer","Mischling",,,"I",2006,"w","schwarz/braun"
84961,"61-70","w",2,"21","Pudel",,,,,2004,"w","schwarz"
84966,"61-70","w",10,"101","Mischling gross",,,,"I",2012,"w","black/tan"
84972,"81-90","w",10,"101","Malteser",,,,"K",2002,"m","weiss"
84974,"31-40","w",9,"91","Miniature Bull Terrier",,,,"K",2013,"m","gestromt"
84987,"71-80","m",10,"101","Irish Setter",,,,"I",2012,"m","mahagoni"
84996,"61-70","m",2,"23","Boxer",,,,"I",2005,"w","goldbraun"
85000,"71-80","w",6,"61","Yorkshire Terrier",,,,"K",2004,"w","steelblue"
85002,"51-60","w",3,"33","Bergamasker","Mischling",,,"I",2002,"w","grau/schwarz"
85003,"61-70","w",10,"101","Beagle",,,,"K",2013,"w","tricolor"
85004,"61-70","w",2,"21","Terrier","Mischling",,,,2006,"w","schwarz/braun"
85009,"61-70","w",2,"21","Bergamasker",,,,"I",2003,"m","grau"
85010,"41-50","w",10,"101","Chihuahua",,,,"K",2012,"w","wildfarbig"
85016,"61-70","m",10,"101","Flat Coated Retriever",,,,"I",2008,"w","schwarz"
85017,"61-70","w",9,"91","Yorkshire Terrier",,,,"K",2005,"w","blue/tan"
85021,"71-80","w",10,"102","Flat Coated Retriever",,,,"I",2005,"w","schwarz"
85022,"51-60","w",9,"92","Foxterrier",,,,"K",2004,"w","tricolor"
85025,"71-80","m",9,"92","Belgischer Schäfer",,,,"I",2003,"w","braun/schwarz"
85025,"71-80","m",9,"92","Mischling klein",,,,"K",2003,"m","schwarz"
85025,"71-80","m",9,"92","Belgischer Schäfer","Mischling",,,"I",1998,"m","braun/schwarz"
85029,"71-80","m",2,"21","Deutscher Schäfer",,,,"I",2007,"m","schwarz/gelb"
85037,"41-50","w",9,"92","Pudel",,"Tibet Terrier",,"K",2006,"m","schwarz/weiss"
85042,"51-60","m",9,"92","Jack Russel Terrier","Mischling",,,"K",2000,"m","braun/weiss"
85052,"51-60","m",5,"51","Tervueren",,,,"I",2012,"m","braun/schwarz"
85056,"61-70","w",10,"101","Mischling klein",,,,"K",2010,"m","beige"
85058,"61-70","w",9,"92","Galgo Español",,,,"I",2006,"w","rot/braun/weiss"
85058,"61-70","w",9,"92","Whippet",,,,"I",2003,"m","weiss/schwarz/beige gestromt"
85065,"71-80","m",2,"24","Mischling klein",,,,"K",2005,"w","zimt"
85067,"61-70","m",2,"24","Cairn Terrier",,,,"K",2003,"m","beige"
85073,"41-50","w",12,"123","Jack Russel Terrier",,,,"K",2002,"m","tricolor"
85073,"41-50","w",12,"123","Jack Russel Terrier",,,,"K",2002,"m","tricolor"
85074,"81-90","m",10,"102","Mittelpudel",,,,"K",2000,"m","schwarz"
85077,"71-80","m",10,"101","Dachshund",,,,"K",2004,"w","schwarz"
85089,"61-70","m",9,"92","Appenzeller","Mischling",,,"I",2004,"w","dunkelbraun"
85098,"51-60","m",11,"115","Yorkshire Terrier",,,,"K",2011,"w","schwarz/braun"
85110,"61-70","m",11,"111","Golden Retriever",,,,"I",2011,"m","golden"
85138,"81-90","w",11,"115","Shetland Sheepdog",,,,"K",2003,"m","blue/merle"
85152,"61-70","m",6,"61","Mischling klein",,,,"K",2004,"w","schwarz"
85152,"61-70","m",6,"61","Mischling klein",,,,"K",2004,"m","beige"
85163,"51-60","m",4,"42","Rehpinscher",,,,"K",2007,"m","braun"
85165,"61-70","w",7,"71","Boxer",,,,"I",2008,"m","schwarz/braun"
85169,"61-70","m",12,"122","Spitz",,,,"K",2000,"w","weiss"
85171,"81-90","w",11,"119","Yorkshire Terrier",,,,"K",2013,"w","braun/schwarz"
85179,"51-60","w",12,"121","Mops",,,,"K",2008,"w","beige"
85179,"51-60","w",12,"121","Mops",,,,"K",2012,"w","beige"
85190,"61-70","m",11,"111","Langhaardackel",,,,"K",2003,"w","rotbraun"
85198,"41-50","w",10,"101","Labrador Retriever",,,,"I",2010,"w","gelb"
85199,"81-90","w",11,"119","Zwergschnauzer","Mischling",,,"K",2009,"m","schwarz"
85210,"41-50","m",11,"119","Podenco","Mischling",,,"I",2005,"m","braun/weiss"
85211,"51-60","w",11,"115","Papillon",,,,"K",2009,"m","schwarz/weiss"
85214,"51-60","w",12,"122","Entlebucher","Mischling",,,"I",2005,"m","tricolor"
85217,"51-60","w",12,"121","Appenzeller","Mischling",,,"I",2010,"m","schwarz/weiss"
85220,"51-60","w",11,"115","Jack Russel Terrier",,,,"K",2009,"m","tricolor"
85223,"71-80","w",11,"119","Mittelspitz",,,,"K",2008,"w","weiss"
85228,"61-70","w",12,"121","Bordeaux Dogge",,,,"I",2005,"w","rot"
85233,"61-70","w",11,"119","Pudel",,,,,2014,"m","braun"
85239,"61-70","m",12,"121","Deutscher Schäfer",,,,"I",2007,"w","grau"
85239,"61-70","m",12,"121","Schipperke",,,,"I",1998,"m","schwarz"
85240,"61-70","m",11,"119","Berner Sennenhund","Mischling",,,"I",2001,"w","braun/weiss"
85245,"71-80","w",9,"92","Golden Retriever",,,,"I",2005,"w","golden"
85245,"71-80","w",9,"92","Mischling klein",,,,"K",2007,"w","tricolor"
85245,"71-80","w",9,"92","Mischling klein",,,,"K",2005,"w","tricolor"
85246,"71-80","m",11,"115","West Highland White Terrier",,,,"K",2001,"w","weiss"
85250,"51-60","m",12,"122","Jack Russel Terrier",,,,"K",1997,"w","weiss/braun"
85253,"51-60","m",12,"121","Beagle",,,,"K",2014,"m","tricolor"
85263,"71-80","w",11,"119","Englische Bulldogge",,,,"I",2014,"m","fauve"
85293,"71-80","w",11,"115","Malteser","Mischling",,,"K",1997,"w","beige/weiss"
85302,"51-60","m",11,"119","Entlebucher Sennenhund",,,,"I",2007,"w","tricolor"
85306,"61-70","w",11,"111","Prager Rattler",,,,"K",2004,"m","goldbraun"
85308,"51-60","m",11,"115","Chihuahua",,,,"K",2003,"m","wildfarbig"
85308,"51-60","m",11,"115","Chihuahua",,,,"K",2004,"w","beige/braun"
85326,"51-60","m",12,"123","Mischling klein",,,,"K",2008,"w","schwarz/braun"
85331,"81-90","w",11,"115","Pudel",,,,,1999,"m","schwarz"
85338,"61-70","m",8,"83","Kooiker",,,,"K",1997,"w","weiss/braun"
85344,"41-50","w",3,"31","Mischling gross",,,,"I",2013,"w","beige"
85348,"71-80","w",3,"31","Mischling klein",,,,"K",2002,"m","hellbraun"
85353,"81-90","m",6,"63","Papillon",,,,"K",2001,"w","tricolor"
85356,"71-80","w",2,"24","Rauhaar Dackel",,,,"K",2006,"m","saufarben"
85359,"61-70","m",2,"23","Podenco","Mischling",,,"I",2008,"w","schwarz/weiss"
85371,"81-90","m",7,"74","Golden Retriever","Mischling",,,"I",2002,"w","beige/weiss"
85372,"71-80","w",8,"81","Cairn Terrier",,,,"K",2002,"m","grau/schwarz"
85375,"81-90","m",7,"74","Zwergdackel",,,,"K",2004,"m","rot/braun"
85379,"61-70","m",3,"31","Appenzeller",,,,"I",2005,"w","schwarz/braun/weiss"
85389,"61-70","m",9,"92","Deutscher Schäfer",,,,"I",2011,"m","schwarz"
85389,"61-70","m",9,"92","Deutscher Schäfer",,,,"I",2003,"m","grau"
85393,"51-60","w",11,"119","Terrier","Mischling",,,,2007,"w","weizen"
85394,"51-60","w",2,"21","Chihuahua",,,,"K",2008,"w","braun"
85394,"51-60","w",2,"21","Chihuahua",,,,"K",2012,"w","weiss/braun"
85394,"51-60","w",2,"21","Berger des Pyrenées",,,,"I",2004,"w","weiss"
85404,"61-70","w",8,"83","Labrador Retriever","Mischling",,,"I",2003,"m","schwarz"
85411,"71-80","m",6,"63","Tervueren",,,,"I",2011,"m","braun/weiss/schwarz"
85418,"51-60","w",7,"72","Husky","Mischling",,,"I",2007,"w","schwarz/weiss"
85426,"71-80","w",12,"122","Belgischer Schäfer",,,,"I",2004,"w","gold/schwarz"
85427,"61-70","w",11,"111","Yorkshire Terrier","Mischling",,,"K",2003,"m","tricolor"
85433,"51-60","w",11,"111","Mops",,,,"K",2005,"m","beige"
85433,"51-60","w",11,"111","Labrador Retriever",,,,"I",2003,"w","beige"
85436,"61-70","w",6,"63","Havaneser",,,,"K",2015,"w","schwarz/weiss"
85443,"61-70","m",10,"101","Jack Russel Terrier","Mischling",,,"K",2005,"m","weiss/braun"
85461,"61-70","w",6,"63","Mischling klein",,,,"K",2007,"w","schwarz/braun"
85462,"71-80","w",6,"63","Appenzeller",,,,"I",2000,"w","dreifarbig"
85476,"91-100","m",7,"71","Jack Russel Terrier","Mischling",,,"K",2003,"w","weiss/schwarz"
85478,"61-70","m",12,"123","Dackel","Mischling",,,"K",2000,"m","schwarz/braun"
85479,"71-80","w",6,"61","Mischling gross",,,,"I",2011,"w","schwarz/weiss"
85482,"61-70","w",6,"61","Jack Russel Terrier",,,,"K",2006,"w","tricolor"
85482,"61-70","w",6,"61","Jack Russel Terrier","Mischling",,,"K",2006,"w","tricolor"
85483,"61-70","w",7,"74","Holländischer Schäfer",,,,"I",2010,"w","golden"
85485,"51-60","w",11,"119","Whippet",,,,"I",2005,"m","gestromt"
85485,"51-60","w",11,"119","Whippet",,,,"I",2004,"w","rot/schwarz"
85485,"51-60","w",11,"119","Whippet",,,,"I",2013,"m","sandfarbig"
85485,"51-60","w",11,"119","Whippet",,,,"I",2005,"w","gemischt"
85495,"61-70","w",7,"74","Labrador Retriever",,,,"I",2001,"m","choco"
85495,"61-70","w",7,"74","Labrador Retriever",,,,"I",2004,"m","braun"
85505,"71-80","m",7,"74","Border Collie",,,,"I",2004,"m","weiss/schwarz"
85513,"91-100","w",7,"74","Malteser",,"Bolonka Zwetna",,"K",2008,"w","weiss"
85517,"71-80","m",7,"71","Border Terrier",,"Deutscher Jagdterrier",,"K",2009,"m","rotbraun"
85520,"71-80","w",7,"74","Zwergpudel",,,,"K",2006,"w","schwarz"
85521,"71-80","w",7,"74","Border Terrier",,,,"K",2002,"w","red grizzle"
85524,"71-80","w",7,"74","Mischling klein",,,,"K",2005,"m","hellbraun"
85526,"81-90","w",11,"115","Golden Retriever",,,,"I",2005,"w","golden"
85529,"61-70","w",7,"74","Mischling klein",,,,"K",2008,"w","braun"
85530,"71-80","w",7,"74","Sheltie",,,,"K",2010,"w","blue/merle"
85539,"51-60","w",7,"74","Zwergpudel",,,,"K",2012,"w","apricot"
85539,"51-60","w",7,"74","Bergamasker",,,,"I",2004,"w","schwarz/grau"
85545,"71-80","w",7,"74","Parson Jack Russell Terrier",,,,"K",2007,"w","tricolor"
85546,"61-70","w",7,"74","Flat Coated Retriever",,,,"I",2011,"w","braun"
85550,"61-70","w",7,"72","Labrador Retriever",,,,"I",2013,"w","braun"
85555,"71-80","w",7,"74","Flat Coated Retriever",,,,"I",2010,"m","braun"
85564,"31-40","w",7,"74","Cocker Spaniel",,,,"K",2000,"w","schwarz/braun"
85581,"41-50","w",7,"71","Labrador Retriever",,,,"I",2005,"w","schwarz"
85581,"41-50","w",7,"71","Labrador Retriever",,,,"I",2011,"m","schwarz"
85582,"81-90","w",11,"119","Langhaardackel",,,,"K",2000,"w","rot"
85589,"71-80","w",11,"111","Königspudel",,,,"I",2004,"w","schwarz"
85602,"41-50","w",11,"119","Altdeutscher Schäfer",,,,"I",2008,"w","schwarz/braun"
85606,"61-70","m",10,"101","Labrador Retriever",,,,"I",2007,"w","schwarz"
85607,"31-40","w",11,"111","Mischling gross",,,,"I",2015,"w","blondfarben"
85614,"61-70","w",12,"122","Groenendael",,,,"I",2008,"m","schwarz"
85637,"61-70","w",11,"115","Cairn Terrier",,,,"K",2007,"m","weizen"
85640,"61-70","m",9,"91","Labrador Retriever",,"Schweizer Sennenhund",,"I",2011,"w","tricolor"
85643,"61-70","w",11,"119","Bolonka Zwetna",,,,"K",2011,"w","schwarz/weiss"
85645,"61-70","w",11,"111","Border Terrier",,,,"K",2004,"m","rot/grau/schwarz"
85648,"51-60","w",11,"111","English Setter",,,,"I",2006,"w","tricolor"
